id_manual,comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,etiqueta_manual,observacion_manual
162,"Por el apogeo se demora alrededor de 1 hora en llegar a las cajas, por otro lado el servicio es bueno 👍…",Tottus,San Miguel,Retail,4,positivo,Hace 5 años,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Por el apogeo se demora alrededor de 1 hora en llegar a las cajas, por otro lado el servicio es bueno 👍…",por el apogeo se demora alrededor de 1 hora en llegar a las cajas por otro lado el servicio es bueno,104,21,False,False,False,False,True,positivo,True,False,,,
163,"Comprando para la casa de playa 🤪 colchones, cubrecamas, sábanas, buenas ofertas 👌…",Falabella,San Isidro,Retail,5,muy positivo,Hace 4 años,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Comprando para la casa de playa 🤪 colchones, cubrecamas, sábanas, buenas ofertas 👌…",comprando para la casa de playa colchones cubrecamas sábanas buenas ofertas,83,11,False,False,False,False,True,muy positivo,True,False,,,
164,"Sres no puedo culpar a su personal, los pobres o siguen vuestras ordenes o ya se acostumbraron a no atender, para toda gestion no hay sistema una lastima yo era su cliente, ahora ya no, perdieron un cliente y pueden perder mas, Telefonica se va para abajo, y es que ahora hay competencia entonces ya no son monopolio y ademas todos sus competidores ofrecen mejores ofertas, atención y lo principal comodidad, Sres sus empleados se creen y esto es pesimo.",Movistar,Miraflores,Telecomunicaciones,1,muy negativo,Hace 8 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Sres no puedo culpar a su personal, los pobres o siguen vuestras ordenes o ya se acostumbraron a no atender, para toda gestion no hay sistema una lastima yo era su cliente, ahora ya no, perdieron un cliente y pueden perder mas, Telefonica se va para abajo, y es que ahora hay competencia entonces ya no son monopolio y ademas todos sus competidores ofrecen mejores ofertas, atención y lo principal comodidad, Sres sus empleados se creen y esto es pesimo.",sres no puedo culpar a su personal los pobres o siguen vuestras ordenes o ya se acostumbraron a no atender para toda gestion no hay sistema una lastima yo era su cliente ahora ya no perdieron un cliente y pueden perder mas telefonica se va para abajo y es que ahora hay competencia entonces ya no son monopolio y ademas todos sus competidores ofrecen mejores ofertas atención y lo principal comodidad sres sus empleados se creen y esto es pesimo,454,80,False,False,False,False,True,muy negativo,True,False,,,
165,"Ni una sola mesa limpia en el patio de comidas, una señorita limpiando la zona indica que no tiene trapos para limpiar las mesas, ella solo limpia el piso, ¿Ese trato le das a tus clientes plaza vea?",Plaza Vea,Jockey Plaza,Retail,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Plaza+Vea/@-12.0849708,-76.978382,17z/data=!4m8!3m7!1s0x9105c7b29d8327ab:0x53a1dec5abe39636!8m2!3d-12.0849761!4d-76.9758071!9m1!1b1!16s%2Fg%2F1tcw4phd?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Ni una sola mesa limpia en el patio de comidas, una señorita limpiando la zona indica que no tiene trapos para limpiar las mesas, ella solo limpia el piso, ¿Ese trato le das a tus clientes plaza vea?",ni una sola mesa limpia en el patio de comidas una señorita limpiando la zona indica que no tiene trapos para limpiar las mesas ella solo limpia el piso ese trato le das a tus clientes plaza vea,199,38,False,False,False,False,True,muy negativo,True,False,,,
166,Debe ver cómo agilizar la atención y que no se aglomere de tanta gente por la demora.,Movistar,Los Olivos,Telecomunicaciones,3,neutral,Hace 7 años,"https://www.google.com/maps/place/Movistar/@-12.0012823,-77.0856623,14z/data=!4m12!1m2!2m1!1smovistar+los+olivos!3m8!1s0x9105cf035aadd309:0x278325a6ff63c9c!8m2!3d-11.9888504!4d-77.0723399!9m1!1b1!15sChNtb3Zpc3RhciBsb3Mgb2xpdm9zIgOIAQFaFSITbW92aXN0YXIgbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F1tgdv61q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Debe ver cómo agilizar la atención y que no se aglomere de tanta gente por la demora.,debe ver cómo agilizar la atención y que no se aglomere de tanta gente por la demora,85,17,False,False,False,False,True,neutral,True,False,,,
167,Es una tienda que tiene se todo y está ordenado,Plaza Vea,San Borja,Retail,5,muy positivo,Hace 4 meses,"https://www.google.com/maps/place/plazaVea+San+Borja/@-12.089825,-77.0068138,17z/data=!4m8!3m7!1s0x9105c7d406b76bc3:0x8a10b6f285a697a1!8m2!3d-12.0898303!4d-77.0042389!9m1!1b1!16s%2Fg%2F1tffqdk9?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Es una tienda que tiene se todo y está ordenado,es una tienda que tiene se todo y está ordenado,47,10,False,False,False,False,True,muy positivo,True,False,,,
168,"Sitio tranquilo , buena atención, ahora cuenta con un sistema Braille para personas con discapacidad",Wong,Miraflores,Retail,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Sitio tranquilo , buena atención, ahora cuenta con un sistema Braille para personas con discapacidad",sitio tranquilo buena atención ahora cuenta con un sistema braille para personas con discapacidad,100,14,False,False,False,False,True,muy positivo,True,False,,,
169,Gran variedad de productos y servicios.. es un gran supermercado y a la vez tienda por departamentos con todo tipo de productos,Tottus,San Miguel,Retail,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Gran variedad de productos y servicios.. es un gran supermercado y a la vez tienda por departamentos con todo tipo de productos,gran variedad de productos y servicios es un gran supermercado y a la vez tienda por departamentos con todo tipo de productos,127,22,False,False,False,False,True,muy positivo,True,False,,,
170,"Bastante ordenado, si en este momento vas a ir, hoy 22 de diciembre 2021, puedes aprovechar la oferta de pollos la florecía, 9 soles el kilo",Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 4 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","Bastante ordenado, si en este momento vas a ir, hoy 22 de diciembre 2021, puedes aprovechar la oferta de pollos la florecía, 9 soles el kilo",bastante ordenado si en este momento vas a ir hoy 22 de diciembre 2021 puedes aprovechar la oferta de pollos la florecía 9 soles el kilo,140,26,False,False,False,False,True,muy positivo,True,False,,,
171,"Pésimo!! Banca Bex se supone dan un trato preferencial y más personalizado, pero no es cierto. Tuve que esperar casi 4 meses para que me enviaran mi tarjeta de crédito. Y he escrito muchos correos, mensajes de wp y llamadas, y casi nunca respondían! Entiendo que parte de su trabajo es enviar promociones de créditos. Pero que se comuniquen conmigo solo por eso??? Incluso en las agencias atienden mucho mejor que en BEX. Y ahora llevo esperando 1 mes por unas tarjetas adicionales y mi nueva asesora BEX solo me envia un mensaje promocional.",BCP,La Molina,Banca,1,muy negativo,Hace un año,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pésimo!! Banca Bex se supone dan un trato preferencial y más personalizado, pero no es cierto. Tuve que esperar casi 4 meses para que me enviaran mi tarjeta de crédito. Y he escrito muchos correos, mensajes de wp y llamadas, y casi nunca respondían! Entiendo que parte de su trabajo es enviar promociones de créditos. Pero que se comuniquen conmigo solo por eso??? Incluso en las agencias atienden mucho mejor que en BEX. Y ahora llevo esperando 1 mes por unas tarjetas adicionales y mi nueva asesora BEX solo me envia un mensaje promocional.",pésimo banca bex se supone dan un trato preferencial y más personalizado pero no es cierto tuve que esperar casi 4 meses para que me enviaran mi tarjeta de crédito y he escrito muchos correos mensajes de wp y llamadas y casi nunca respondían entiendo que parte de su trabajo es enviar promociones de créditos pero que se comuniquen conmigo solo por eso incluso en las agencias atienden mucho mejor que en bex y ahora llevo esperando 1 mes por unas tarjetas adicionales y mi nueva asesora bex solo me envia un mensaje promocional,542,94,False,False,False,False,True,muy negativo,True,False,,,
172,BBVA continental excelente arquitectura.,BBVA,San Isidro,Banca,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/BBVA+San+Isidro/@-12.0989572,-77.1197103,12z/data=!4m12!1m2!2m1!1sbbva+san+isidro!3m8!1s0x9105c8f55f4010bb:0x5808600f510cfb91!8m2!3d-12.0939282!4d-77.0211518!9m1!1b1!15sCg9iYnZhIHNhbiBpc2lkcm-SAQRiYW5r4AEA!16s%2Fg%2F1226g4gx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",BBVA continental excelente arquitectura.,bbva continental excelente arquitectura,40,4,False,False,False,False,True,muy positivo,True,False,,,
173,Limpio ordenado. trato amable del personal. Diversidad de productos de distintan lineas,Falabella,San Isidro,Retail,4,positivo,Hace un año,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Limpio ordenado. trato amable del personal. Diversidad de productos de distintan lineas,limpio ordenado trato amable del personal diversidad de productos de distintan lineas,87,12,False,False,False,False,True,positivo,True,False,,,
174,Central telefonica de Entel Solo.para personal autorizado Recojo de llaves de los sites en Lima metropolitana.,Entel,Miraflores,Telecomunicaciones,5,muy positivo,Fecha de edición: Hace 4 años,"https://www.google.com/maps/place/Entel+Miraflores/@-12.0981593,-77.067645,13z/data=!4m12!1m2!2m1!1sentel+miraflores!3m8!1s0x9105c83a9a4e26b1:0xf7e0e0e0c1a0eeb1!8m2!3d-12.1178405!4d-77.0443373!9m1!1b1!15sChBlbnRlbCBtaXJhZmxvcmVzIgOIAQGSARF0ZWxlcGhvbmVfY29tcGFueeABAA!16s%2Fg%2F11bx1cbmzz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Central telefonica de Entel Solo.para personal autorizado Recojo de llaves de los sites en Lima metropolitana.,central telefonica de entel solo para personal autorizado recojo de llaves de los sites en lima metropolitana,110,17,False,False,False,False,True,muy positivo,True,False,,,
175,Esta vez fue rápido la atención y quedó si es muy bueno para el cliente,Movistar,Los Olivos,Telecomunicaciones,4,positivo,Hace 6 años,"https://www.google.com/maps/place/Movistar/@-12.0012823,-77.0856623,14z/data=!4m12!1m2!2m1!1smovistar+los+olivos!3m8!1s0x9105cf035aadd309:0x278325a6ff63c9c!8m2!3d-11.9888504!4d-77.0723399!9m1!1b1!15sChNtb3Zpc3RhciBsb3Mgb2xpdm9zIgOIAQFaFSITbW92aXN0YXIgbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F1tgdv61q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Esta vez fue rápido la atención y quedó si es muy bueno para el cliente,esta vez fue rápido la atención y quedó si es muy bueno para el cliente,71,15,False,False,False,False,True,positivo,True,False,,,
176,La última vez que fui estaba en remodelación. Buen lugar.,Entel,Miraflores,Telecomunicaciones,4,positivo,Hace 6 años,"https://www.google.com/maps/place/Entel+Miraflores/@-12.0981593,-77.067645,13z/data=!4m12!1m2!2m1!1sentel+miraflores!3m8!1s0x9105c83a9a4e26b1:0xf7e0e0e0c1a0eeb1!8m2!3d-12.1178405!4d-77.0443373!9m1!1b1!15sChBlbnRlbCBtaXJhZmxvcmVzIgOIAQGSARF0ZWxlcGhvbmVfY29tcGFueeABAA!16s%2Fg%2F11bx1cbmzz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",La última vez que fui estaba en remodelación. Buen lugar.,la última vez que fui estaba en remodelación buen lugar,57,10,False,False,False,False,True,positivo,True,False,,,
177,Todo tranquilo y limpio,Tottus,Atocongo,Retail,5,muy positivo,Hace 7 meses,"https://www.google.com/maps/place/Tottus/@-12.1472344,-76.9920292,15z/data=!4m8!3m7!1s0x9105b869706d27f1:0x989b4442c72af420!8m2!3d-12.1472556!4d-76.9817294!9m1!1b1!16s%2Fg%2F119vsqj6c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Todo tranquilo y limpio,todo tranquilo y limpio,23,4,False,False,False,False,True,muy positivo,True,False,,,
178,Solo fui a pagar pero todo bien amables,Movistar,Miraflores,Telecomunicaciones,4,positivo,Hace un año,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Solo fui a pagar pero todo bien amables,solo fui a pagar pero todo bien amables,39,8,False,False,False,False,True,positivo,True,False,,,
179,"Excelente lugar para una vista rápida, el lugar se encuentra en una zona exacta para ver mucho en poco tiempo.",Falabella,San Isidro,Retail,4,positivo,Fecha de edición: Hace 4 años,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Excelente lugar para una vista rápida, el lugar se encuentra en una zona exacta para ver mucho en poco tiempo.",excelente lugar para una vista rápida el lugar se encuentra en una zona exacta para ver mucho en poco tiempo,110,20,False,False,False,False,True,positivo,True,False,,,
180,"Realice una compra online para recogerlo ahí. Ya llevo dos semanas y solo me dicen que lo van a reportar. No compren en oeschle y menos a terceros de ellos, ya que no hay filtro de calidad. Solo queda empezar el tramite con indecopi para que me devuelvan el dinero.",Oechsle,Jockey Plaza,Retail,1,muy negativo,Hace 4 meses,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Realice una compra online para recogerlo ahí. Ya llevo dos semanas y solo me dicen que lo van a reportar. No compren en oeschle y menos a terceros de ellos, ya que no hay filtro de calidad. Solo queda empezar el tramite con indecopi para que me devuelvan el dinero.",realice una compra online para recogerlo ahí ya llevo dos semanas y solo me dicen que lo van a reportar no compren en oeschle y menos a terceros de ellos ya que no hay filtro de calidad solo queda empezar el tramite con indecopi para que me devuelvan el dinero,265,50,False,False,False,False,True,muy negativo,True,False,,,
181,Dentro del Jockey Plaza ofrece ropa accesorios para todos los gustos lo malo es que a veces las colas en los probadores son largas y hay q esperar y cuando hay ofertas las colas se duplican,Falabella,Jockey Plaza,Retail,4,positivo,Fecha de edición: Hace 6 años,"https://www.google.com/maps/place/Falabella+Jockey+Plaza/@-12.0865358,-76.9882888,15z/data=!4m8!3m7!1s0x9105c7b24f9a0559:0x828b01774db724c1!8m2!3d-12.086557!4d-76.977989!9m1!1b1!16s%2Fg%2F1tc_s1z8?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Dentro del Jockey Plaza ofrece ropa accesorios para todos los gustos lo malo es que a veces las colas en los probadores son largas y hay q esperar y cuando hay ofertas las colas se duplican,dentro del jockey plaza ofrece ropa accesorios para todos los gustos lo malo es que a veces las colas en los probadores son largas y hay q esperar y cuando hay ofertas las colas se duplican,189,36,False,False,False,False,True,positivo,True,False,,,
182,Tienda bastante grande con diversidad de productos. Hay más cantidad de artículos de casa que en otras tiendas de Ripley.,Ripley,Miraflores,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Ripley+Miraflores/@-12.1230752,-77.0404893,15z/data=!4m8!3m7!1s0x9105c8191c65706b:0xe588d29fabe35574!8m2!3d-12.1230964!4d-77.0301895!9m1!1b1!16s%2Fg%2F11r8v2c0z?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Tienda bastante grande con diversidad de productos. Hay más cantidad de artículos de casa que en otras tiendas de Ripley.,tienda bastante grande con diversidad de productos hay más cantidad de artículos de casa que en otras tiendas de ripley,121,20,False,False,False,False,True,muy positivo,True,False,,,
183,"Variedad de marcas en ropa de mujer. Buenas ofertas en tienda. En la carpa de 3 x1, fallaron en no poner mayor atención en el mobiliario de lo vestuarios. Sin bancos, colgadores, higiene. Lo que resta la consideración que merece el cliente.",Ripley,Miraflores,Retail,4,positivo,Hace 6 años,"https://www.google.com/maps/place/Ripley+Miraflores/@-12.1230752,-77.0404893,15z/data=!4m8!3m7!1s0x9105c8191c65706b:0xe588d29fabe35574!8m2!3d-12.1230964!4d-77.0301895!9m1!1b1!16s%2Fg%2F11r8v2c0z?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Variedad de marcas en ropa de mujer. Buenas ofertas en tienda. En la carpa de 3 x1, fallaron en no poner mayor atención en el mobiliario de lo vestuarios. Sin bancos, colgadores, higiene. Lo que resta la consideración que merece el cliente.",variedad de marcas en ropa de mujer buenas ofertas en tienda en la carpa de 3 x1 fallaron en no poner mayor atención en el mobiliario de lo vestuarios sin bancos colgadores higiene lo que resta la consideración que merece el cliente,240,42,False,False,False,False,True,positivo,True,False,,,
