comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision
"Zapatillas marca Cherokee, lamentable, solo duraron 3 semanas de uso doméstico, tan lindas y cómodas, la suela no resiste las calles de Surco o de Lima en general, se abrió la suela. Según zapatero, mejor compre otro par y de mejor calidad :(",Tottus,Jockey Plaza,Retail,1,muy negativo,Fecha de edición: Hace 9 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Zapatillas marca Cherokee, lamentable, solo duraron 3 semanas de uso doméstico, tan lindas y cómodas, la suela no resiste las calles de Surco o de Lima en general, se abrió la suela. Según zapatero, mejor compre otro par y de mejor calidad :(",zapatillas marca cherokee lamentable solo duraron 3 semanas de uso doméstico tan lindas y cómodas la suela no resiste las calles de surco o de lima en general se abrió la suela según zapatero mejor compre otro par y de mejor calidad,242,42,False,False,False,False,True,muy negativo,True,False,
"Es un sitio agradable para comprar porque tiene mucha variedad de productos y de buena calidad. Para cosas del día a día prefiero otra cadena de supermercados más económica pero para las carnes y pescados me parece mucho mejor Wong. También tienen artículos del hogar como toallas, de muy buena calidad y a buenos precios.",Wong,Miraflores,Retail,4,positivo,Fecha de edición: Hace 7 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Es un sitio agradable para comprar porque tiene mucha variedad de productos y de buena calidad. Para cosas del día a día prefiero otra cadena de supermercados más económica pero para las carnes y pescados me parece mucho mejor Wong. También tienen artículos del hogar como toallas, de muy buena calidad y a buenos precios.",es un sitio agradable para comprar porque tiene mucha variedad de productos y de buena calidad para cosas del día a día prefiero otra cadena de supermercados más económica pero para las carnes y pescados me parece mucho mejor wong también tienen artículos del hogar como toallas de muy buena calidad y a buenos precios,322,55,False,False,False,False,True,positivo,True,False,
"Wong es Wong, todo limpio, ordenado, muy surtido y calidad Al.. Felicitaciones a los Colaboradores",Wong,Miraflores,Retail,5,muy positivo,Hace 8 meses,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Wong es Wong, todo limpio, ordenado, muy surtido y calidad Al.. Felicitaciones a los Colaboradores",wong es wong todo limpio ordenado muy surtido y calidad al felicitaciones a los colaboradores,98,15,False,False,False,False,True,muy positivo,True,False,
"Tuve que hacer una cola de 2 horas porque sus sistema telefónico es pésimo. Vete de Movistar, salva tu vida.",Movistar,San Miguel,Telecomunicaciones,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Tuve que hacer una cola de 2 horas porque sus sistema telefónico es pésimo. Vete de Movistar, salva tu vida.",tuve que hacer una cola de 2 horas porque sus sistema telefónico es pésimo vete de movistar salva tu vida,108,20,False,False,False,False,True,muy negativo,True,False,
Bonito pero lo que buscaba de tienda x departamento no encontré.,Falabella,San Isidro,Retail,3,neutral,Hace un año,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Bonito pero lo que buscaba de tienda x departamento no encontré.,bonito pero lo que buscaba de tienda x departamento no encontré,64,11,False,False,False,False,True,neutral,True,False,
"Cómo siempre Saga de Begonias en San Isidro, muy cómodo para realizar compras. Estamos en fin de temporada de invierno con excelentes ofertas, muy buenos descuentos. Hay lindos adornos y ofertas navideñas. Tiene amplios estacionamientos El patio de comidas está muy bueno. Muy recomendable.",Falabella,San Isidro,Retail,5,muy positivo,Fecha de edición: Hace un año,"https://www.google.com/maps/place/Falabella+San+Isidro/@-12.095059,-77.0353392,15z/data=!3m1!5s0x9105c8659f44c175:0xad6aabac9e79ccf4!4m8!3m7!1s0x9105c8659f618827:0xeb62a6d2d04ae434!8m2!3d-12.0950802!4d-77.0250394!9m1!1b1!16s%2Fg%2F12vr6lfkt?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Cómo siempre Saga de Begonias en San Isidro, muy cómodo para realizar compras. Estamos en fin de temporada de invierno con excelentes ofertas, muy buenos descuentos. Hay lindos adornos y ofertas navideñas. Tiene amplios estacionamientos El patio de comidas está muy bueno. Muy recomendable.",cómo siempre saga de begonias en san isidro muy cómodo para realizar compras estamos en fin de temporada de invierno con excelentes ofertas muy buenos descuentos hay lindos adornos y ofertas navideñas tiene amplios estacionamientos el patio de comidas está muy bueno muy recomendable,290,44,False,False,False,False,True,muy positivo,True,False,
"Una tienda grande, venden ropa, muebles, calzado, correas, carteras, tvs, tablets, celulares, maquinas para ejercitarse, hay estacionamiento, se encuentra dentro de Plaza Norte en los Olivos, ideal para ir en familia, para relajarse, para ingresar piden carnet de Vacunación, y doble mascarilla, cuídense gente, y diviertanse.",Oechsle,Plaza Norte,Retail,4,positivo,Hace 4 años,"https://www.google.com/maps/place/Oechsle+-+Plaza+Norte/@-12.0057768,-77.128451,12z/data=!3m1!5s0x11d62a0a81fe2803:0x123dd954ecd1a108!4m12!1m2!2m1!1sOechsle+san+miguel!3m8!1s0x9105cefd6554a025:0x40a7fed0ea54e457!8m2!3d-12.0057768!4d-77.0584132!9m1!1b1!15sChJPZWNoc2xlIHNhbiBtaWd1ZWwiA4gBAVoUIhJvZWNoc2xlIHNhbiBtaWd1ZWySARBkZXBhcnRtZW50X3N0b3Jl4AEA!16s%2Fg%2F11b6v29479?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Una tienda grande, venden ropa, muebles, calzado, correas, carteras, tvs, tablets, celulares, maquinas para ejercitarse, hay estacionamiento, se encuentra dentro de Plaza Norte en los Olivos, ideal para ir en familia, para relajarse, para ingresar piden carnet de Vacunación, y doble mascarilla, cuídense gente, y diviertanse.",una tienda grande venden ropa muebles calzado correas carteras tvs tablets celulares maquinas para ejercitarse hay estacionamiento se encuentra dentro de plaza norte en los olivos ideal para ir en familia para relajarse para ingresar piden carnet de vacunación y doble mascarilla cuídense gente y diviertanse,326,46,False,False,False,False,True,positivo,True,False,
"Hoy estuve probándome ropa y el probador de mujeres del segundo piso, detras de las cajas, tiene tremendo hueco del tamaño de una moneda. Que tienen allí? Algún mirón o una cámara!. Pésimo! A tener cuidado!",Falabella,Jockey Plaza,Retail,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Falabella+Jockey+Plaza/@-12.0865358,-76.9882888,15z/data=!4m8!3m7!1s0x9105c7b24f9a0559:0x828b01774db724c1!8m2!3d-12.086557!4d-76.977989!9m1!1b1!16s%2Fg%2F1tc_s1z8?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Hoy estuve probándome ropa y el probador de mujeres del segundo piso, detras de las cajas, tiene tremendo hueco del tamaño de una moneda. Que tienen allí? Algún mirón o una cámara!. Pésimo! A tener cuidado!",hoy estuve probándome ropa y el probador de mujeres del segundo piso detras de las cajas tiene tremendo hueco del tamaño de una moneda que tienen allí algún mirón o una cámara pésimo a tener cuidado,206,36,False,False,False,False,True,muy negativo,True,False,
Buen servicio y excelentes oficinas,BCP,San Isidro,Banca,5,muy positivo,Hace 2 años,"https://www.google.com/maps/place/BCP+San+Isidro/@-12.0961228,-77.0269497,20.83z/data=!4m8!3m7!1s0x9105c85f941b2e8b:0x359976aa0d0f7ea1!8m2!3d-12.0960539!4d-77.0267931!9m1!1b1!16s%2Fg%2F1tg_bk7g?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Buen servicio y excelentes oficinas,buen servicio y excelentes oficinas,35,5,False,False,False,False,True,muy positivo,True,False,
"Me gusta mucho, buenos productos",Metro,San Miguel,Retail,5,muy positivo,Hace 6 meses,"https://www.google.com/maps/place/Metro+La+Marina/@-12.0891802,-77.3715373,10z/data=!4m12!1m2!2m1!1smetro+san+miguel!3m8!1s0x9105c97023499e85:0xcdd5aa58f24e5e51!8m2!3d-12.0766255!4d-77.0891354!9m1!1b1!15sChBtZXRybyBzYW4gbWlndWVsWhIiEG1ldHJvIHNhbiBtaWd1ZWySAQtzdXBlcm1hcmtldJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE5UVXlObk5uUlJBQuABAPoBBAgAEEE!16s%2Fg%2F12vqp1m59?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Me gusta mucho, buenos productos",me gusta mucho buenos productos,32,5,False,False,False,False,True,muy positivo,True,False,
"Es variado y buenos precios., ordenado y limpio, están bien abastecidos",Ripley,San Miguel,Retail,5,muy positivo,Hace 7 meses,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Es variado y buenos precios., ordenado y limpio, están bien abastecidos",es variado y buenos precios ordenado y limpio están bien abastecidos,71,11,False,False,False,False,True,muy positivo,True,False,
"La peor oficina, muy mal educados , lentitud total ,",BBVA,San Miguel,Banca,1,muy negativo,Hace un mes,"https://www.google.com/maps/place/BBVA+Maranga/@-12.0982372,-77.1197109,12z/data=!4m12!1m2!2m1!1sbbva+san+miguel!3m8!1s0x9105c97ab9b4dd89:0x85537dcef19963a0!8m2!3d-12.0779823!4d-77.0923282!9m1!1b1!15sCg9iYnZhIHNhbiBtaWd1ZWwiA4gBAZIBBGJhbmvgAQA!16s%2Fg%2F1ptwqb20r?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","La peor oficina, muy mal educados , lentitud total ,",la peor oficina muy mal educados lentitud total,52,8,False,False,False,False,True,muy negativo,True,False,
Estuve buscando nuevos equipos digitales,Entel,San Miguel,Telecomunicaciones,4,positivo,Hace 3 años,"https://www.google.com/maps/place/TIENDA+PLAZA+SAN+MIGUEL+-+ENTEL/@-12.0763584,-77.0928335,15z/data=!3m1!5s0x9105c971d670aa0f:0x8193992371f626fa!4m8!3m7!1s0x9105c96d7da22637:0x682badb0e9bd7614!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!16s%2Fg%2F11b6qyzz6h?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Estuve buscando nuevos equipos digitales,estuve buscando nuevos equipos digitales,40,5,False,False,False,False,True,positivo,True,False,
Me encanta q se cambiaron al tercer piso...,Claro,Plaza Norte,Telecomunicaciones,5,muy positivo,Fecha de edición: Hace 6 años,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me encanta q se cambiaron al tercer piso...,me encanta q se cambiaron al tercer piso,43,8,False,False,False,False,True,muy positivo,True,False,
Muy buen trato,Entel,San Miguel,Telecomunicaciones,5,muy positivo,Hace 8 años,"https://www.google.com/maps/place/TIENDA+PLAZA+SAN+MIGUEL+-+ENTEL/@-12.0763584,-77.0928335,15z/data=!3m1!5s0x9105c971d670aa0f:0x8193992371f626fa!4m8!3m7!1s0x9105c96d7da22637:0x682badb0e9bd7614!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!16s%2Fg%2F11b6qyzz6h?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy buen trato,muy buen trato,14,3,False,False,False,False,True,muy positivo,True,False,
"La más grande de Lima, gran variedad de marcas y estilos, amplio y buenas ofertas. Hay bastante gente recomiendo no ir fin de semana hay personal que no sabe tratar, y un solo probador hay que hacer cola y demora bastante realmente cansa la espera con el cuento del Covid no abren los demás probadores y eso es en todas tiendas.",Falabella,Jockey Plaza,Retail,5,muy positivo,Fecha de edición: Hace 4 años,"https://www.google.com/maps/place/Falabella+Jockey+Plaza/@-12.0865358,-76.9882888,15z/data=!4m8!3m7!1s0x9105c7b24f9a0559:0x828b01774db724c1!8m2!3d-12.086557!4d-76.977989!9m1!1b1!16s%2Fg%2F1tc_s1z8?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","La más grande de Lima, gran variedad de marcas y estilos, amplio y buenas ofertas. Hay bastante gente recomiendo no ir fin de semana hay personal que no sabe tratar, y un solo probador hay que hacer cola y demora bastante realmente cansa la espera con el cuento del Covid no abren los demás probadores y eso es en todas tiendas.",la más grande de lima gran variedad de marcas y estilos amplio y buenas ofertas hay bastante gente recomiendo no ir fin de semana hay personal que no sabe tratar y un solo probador hay que hacer cola y demora bastante realmente cansa la espera con el cuento del covid no abren los demás probadores y eso es en todas tiendas,328,61,False,False,False,False,True,muy positivo,True,False,
Han cambiado los anaqueles y la distribución de los productos hay un poco de desorden aún pero se ve más espacioso. Algunos productos no tienen precios y lo que no me gusta es que ya no hay personal que atiendan en carnes y pollo.,Metro,Breña,Retail,4,positivo,Hace 3 años,"https://www.google.com/maps/place/Metro+Bre%C3%B1a/@-12.053956,-77.0534221,15z/data=!4m8!3m7!1s0x9105c8c53e4b0cb1:0x35d73616c6af137!8m2!3d-12.0539772!4d-77.0431223!9m1!1b1!16s%2Fg%2F11h1cmj1r?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Han cambiado los anaqueles y la distribución de los productos hay un poco de desorden aún pero se ve más espacioso. Algunos productos no tienen precios y lo que no me gusta es que ya no hay personal que atiendan en carnes y pollo.,han cambiado los anaqueles y la distribución de los productos hay un poco de desorden aún pero se ve más espacioso algunos productos no tienen precios y lo que no me gusta es que ya no hay personal que atiendan en carnes y pollo,230,44,False,False,False,False,True,positivo,True,False,
Muy bueno su aire acondicionado,Ripley,San Miguel,Retail,5,muy positivo,Hace 4 meses,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy bueno su aire acondicionado,muy bueno su aire acondicionado,31,5,False,False,False,False,True,muy positivo,True,False,
"Pude comprar todo lo que necesité excepto un hacha. El aforo debiera ser más reducido, cuando ingresé estuvo bien pero a los pocos minutos se llenó. Pero nunca más será lo mismo sin mi amada esposa.",Metro,San Miguel,Retail,4,positivo,Hace 5 años,"https://www.google.com/maps/place/Metro+La+Marina/@-12.0891802,-77.3715373,10z/data=!4m12!1m2!2m1!1smetro+san+miguel!3m8!1s0x9105c97023499e85:0xcdd5aa58f24e5e51!8m2!3d-12.0766255!4d-77.0891354!9m1!1b1!15sChBtZXRybyBzYW4gbWlndWVsWhIiEG1ldHJvIHNhbiBtaWd1ZWySAQtzdXBlcm1hcmtldJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE5UVXlObk5uUlJBQuABAPoBBAgAEEE!16s%2Fg%2F12vqp1m59?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pude comprar todo lo que necesité excepto un hacha. El aforo debiera ser más reducido, cuando ingresé estuvo bien pero a los pocos minutos se llenó. Pero nunca más será lo mismo sin mi amada esposa.",pude comprar todo lo que necesité excepto un hacha el aforo debiera ser más reducido cuando ingresé estuvo bien pero a los pocos minutos se llenó pero nunca más será lo mismo sin mi amada esposa,198,36,False,False,False,False,True,positivo,True,False,
"Todo muy bonito la tienda, tiene todo para el hogar , solo tienen que enseñar a sus colaboradores de la sección de comidas a freír bien el plátano, hoy fui a desayunar y el plátano estaba crudo, por lo demás todo bien.",Tottus,Atocongo,Retail,4,positivo,Hace 6 años,"https://www.google.com/maps/place/Tottus/@-12.1472344,-76.9920292,15z/data=!4m8!3m7!1s0x9105b869706d27f1:0x989b4442c72af420!8m2!3d-12.1472556!4d-76.9817294!9m1!1b1!16s%2Fg%2F119vsqj6c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Todo muy bonito la tienda, tiene todo para el hogar , solo tienen que enseñar a sus colaboradores de la sección de comidas a freír bien el plátano, hoy fui a desayunar y el plátano estaba crudo, por lo demás todo bien.",todo muy bonito la tienda tiene todo para el hogar solo tienen que enseñar a sus colaboradores de la sección de comidas a freír bien el plátano hoy fui a desayunar y el plátano estaba crudo por lo demás todo bien,218,41,False,False,False,False,True,positivo,True,False,
