comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url
"Aquí cambia la cosa. A diferencia de falabella , los stand están un poco más separados, pero la mercadería es.mucho de lo mismo, no hay novedad ni ofertas, buenas, antes había ofertas tanto para el que tiene trajera cono par arl que no, pero la menos que tengas una tarjeta Ripley, tu diversión de compra aquí no está asegurada, nos faltan ofertas para los lagos en efectivo, 🥺🥺",Ripley,Jockey Plaza,Retail,3,neutral,Hace 4 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"O mismo de siempre, hace una semana una casaca estaba 260, ahora voy y dice 440 con 40% de descuento, osea mas caro que antes y encima con descuento. Solo queda buscar una buena fecha para compra",Ripley,Jockey Plaza,Retail,1,muy negativo,Hace 6 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Ripley del Jockey, enciende el aire acondicionado!!.. al entrar huele a perfumes de diferentes marcas, llega a ser tóxico de tan fuertes olores. Unos pasos más allá, encuentras olores a comida, todo eso mezclado con el sudor y temperatura del verano, 😱. El administrador en su oficina con AIRE ACC, y los demás que suden, no pues, dejen la tacañeria de lado, y usen el AIRE ACONDICIONADO,",Ripley,Jockey Plaza,Retail,2,negativo,Hace 2 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"😎👍espacio ideal para engreir a la familia, solo como comentario. Ya deberían buscar alternativas para la entrega de los productos en bolsas apropiadas ,sin que yo tenga la obligación de comprar una bolsa plastica,porque no es agradable salir con las prendas en la mano.…",Ripley,Jockey Plaza,Retail,4,positivo,Hace 6 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"hay cosas de todos los precios,pero vaya dispuesto a pasar rato,todo tipo de ropas perfumes calzado,,,a los mejores precios del mall...me compre unnshort adidas con sujetador de neoprene a poco mas de 20 dolares,,mi esposa unas blusas en liquidacion a unos 5 dolares",Ripley,Jockey Plaza,Retail,4,positivo,Hace 7 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Buena tienda. Se encuentra todo de ropa zapatos ropa de deporte artículos de belleza y todo para cuidado personal. Electrodomésticos de varias marcas. Hay estacionamiento,Ripley,Jockey Plaza,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"No hay tantas promociones a pesar de que están en liquidación, solo ropa guardada, pero si bastantes opciones de nueva temporada. Siempre hay una buena cantidad de gente en la tienda por lo que no es tan bueno para mirar con tranquilidad.",Ripley,Jockey Plaza,Retail,3,neutral,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Bonito lugar pero algo confuso si es la primera vez que vas.,Ripley,Jockey Plaza,Retail,4,positivo,Hace 11 meses,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Compre una refrigeradora Winia y q alta tecnología y le pregunté a la vendedora sobre si hace ruido y me dijo NO hace ruido ... Falso si hace ruido fuerte no me parece que se muestren así con el cliente,Ripley,Jockey Plaza,Retail,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Mantiene la calidad de sus marcas y el personal con muy buena actitud! Excelentes ofertas en la mayoría de marcas. Personal amable y bien entrenado. Excelente sistema de pagos rápidos.,Ripley,Jockey Plaza,Retail,4,positivo,Fecha de edición: Hace 3 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"No se respeta la distancia social hay demasiada gente en el área de cómputo además que hay demora en las cajas, para recoger el producto y para la revisión del mismo. Es una experiencia nada grata ojalá no sea foco de contagio pero no me volveré a arriesgar.",Ripley,Jockey Plaza,Retail,1,muy negativo,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Ripley ya no es lo que era antes, muy grande su local, muy límpio, ordenado, pero su ropa, la verdad, a bajado enormemente su calidad, hasta las marcas conocidas, como: Mango, Cacharel, muy pobre su confección y calidad de las telas. Mi marca favorita, aunq un poco cara, pero valía la pena, por su confección y telas, solo había 4 cosas, xq me indicaron, que la marca, se esta retirando del país. Triste, era ahora lo único bueno. 🤷🏻‍♀️",Ripley,Jockey Plaza,Retail,2,negativo,Hace 3 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Cada vez que entro con mis clientes a Ripley, nunca encontramos algo que realmente guste del todo. Al menos, la ropa me parece demasiado convencional y poco vanguardista. Quizás me equivoque, pero siempre terminamos comprando en la tienda de su competencia. Aunque debo reconocer que parte de sus mejores marcas son Marquis, Menta & Chocolate, Desigual, y Guess, pero las demás marcas me parecen muy convencionales. En cuanto a los otros departamentos, pues estos ofrecen prácticamente lo mismo que otros retailers.",Ripley,Jockey Plaza,Retail,4,positivo,Hace 4 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Muy bueno encuentras de todo y casi todas las tiendas me gusto pero falto seguridad k sepan donde están las tiendas me perdí 😁😆…,Ripley,Jockey Plaza,Retail,4,positivo,Hace 3 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Tienda por departamentos con mayor oferta de productos que otras sucursales, ofreciendo buenas campañas, los precios son similares a los de su competencia como Saga, París, donde si hay descuentos mayores es en sus marcas propias, como marquis, index, entre otras, pero revise bien el producto para que no se sorprenda después.",Ripley,Jockey Plaza,Retail,4,positivo,Hace 7 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Pésimo servicio online me cobraron 2 veces por el mismo producto y se lo cobraron en segu dos porque había disponibilidad y cuando reviso mi cuenta oh sorpresa ya se cobraron y me llega un correo que no hay producto pero voy a hacer el reclamo para la devolución de mi dinero y la devolución demorará 30 días sin embargo le lo cobraron en segundos perjudicandome a mi,Ripley,Jockey Plaza,Retail,1,muy negativo,Hace 6 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Es por la paciencia de los cajeros, por lo resto me demore cerca de 4 horas para poder hacer compras y k me validará esos venditos vales, k si bien sirven tambien son un dolor de cabeza ya k uno no se va a memorizar todas las marcas k son accesibles para el canje",Ripley,Jockey Plaza,Retail,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Tuve un mal día con el banco Ripley, en la plataforma me pidieron llamar por teléfono para solucionar mi problema y la atención fue pésima, luego de mi descargo, me derivaron a reclamos y espere una hora y dos minutos y nadie me atendió, al final volví al banco y el supervisor del banco trató de ayudarme, pero al final tampoco pudo y me derivo con una plataforma otra vez y me hicieron el reclamo por fin, creo yo que desde un inicio debieron hacer eso y evitarme tanta molestia.",Ripley,Jockey Plaza,Retail,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Totalmente decepcionada. Compré apuradisima, siguen sin aire. Tienen que invertir en esos purificadores o algo. Compré unos pantalones cuando me los puse en mi casa, le saco una etiqueta que estaba pegada y tenía un HUECO. Tristeza total",Ripley,Jockey Plaza,Retail,3,neutral,Fecha de edición: Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Es un centro comercial muy grande, venden ropa exclusiva. Lo mejor es que también puedes encontrar ofertas de las verdaderas , y en las tallas M , que a mí parecer son las más difíciles de encontrar ya que el promedio limeño joven es M y por lo general , son las tallas que salen más rápido ante un descuento . Aquí en jockey plaza, es la escepcion. El inconveniente , si vienes con transporte público , es complicado desplazarte en horas punta, los cartón van llenos y debes caminar varias cuadras, si tienes bultos, será una experiencia incómoda y si estás solo, debes ser muy precavido , he visto malechores rondando los alrededores.",Ripley,Jockey Plaza,Retail,4,positivo,Hace 7 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Ruidoso. No siempre la calidad va con el precio,Ripley,Jockey Plaza,Retail,3,neutral,Hace 9 meses,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Pesimo servicio.... hago compra de una secadora de ropa, la señorita de la caja llama y confirma si hay en stock dicha maquina y le informan que hay una, se realiza la compra. Dia de entregra al dia siguiente, me envian un mensaje de texto de las 8am a 2 pm. Pasada las 4pm realizo una llamada a tiendas Ripley y ohhhh dicen que dicha maquina no hay en stock y que ahora tengo que esperarme 7-14 dias para la devolucion de mi dinero. Que cag......a de compañia.",Ripley,Jockey Plaza,Retail,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Pesima atención al cliente. Para cambiar una prenda de vestir hay que hacer una fila muy larga donde uno pierde más de una hora. En esa fila solo dan una nota de crédito con la cual hay que ir a otra caja para pagar por la prenda de vestir que uno quiere. Si esta prenda de vestir que era igual a la anterior que se devolvió está a mayor precio, uno tiene que pagar la diferencia. Que pena que esta tienda no sepa como es un buen servicio al cliente a nivel internacional.",Ripley,Jockey Plaza,Retail,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Ordenado en cuanto al protocolo y a señalética, el único problema como siempre, son las personas, por más que el personal de seguridad tome medidas, las personas que van de compras creen que es el último día de sus vidas. Más calma y orden",Ripley,Jockey Plaza,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Tienda por departamento donde encontrarás una amplia variedad de productos de todo tipo. Se aceptan pagos con cualquier tarjeta de crédito así como también en efectivo. La tienda te otorga un descuento adicional si pagas con la tarjeta de crédito de la tienda.,Ripley,Jockey Plaza,Retail,4,positivo,Hace 8 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Ordenado y asistencia en compra,Ripley,Jockey Plaza,Retail,5,muy positivo,Hace 6 meses,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Pesima. La atencion , fui apagar en caja, y la cajera me mando al banco, hice una cola que para que les cuento, ya que encima habia un solo cajero los otros estaban no se que haciendo, y cuando por fin el cajero me dijo que podia haberlo pagado en cualquier caja, yo dije que? Es increíble no puede ser jajajaja, es un chiste, tienes personal incopetente esa es la respuesta",Ripley,Jockey Plaza,Retail,2,negativo,Hace 7 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Durante la pandemia y después de la cuarentena he venido y han tomado las medidas necesarias para brindar un excelente servicio. Han demorado un poco en atenderme, pero todo por precaución.",Ripley,Jockey Plaza,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Todo bien, bastantes ofertas, aunque pocas marcas y variedad, en tecno si tienen muy buenas marcas y opciones!!! Buenos precios en laptops, celulares, etc...",Ripley,Jockey Plaza,Retail,4,positivo,Fecha de edición: Hace 3 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Es muy variado desde ropa de vestir, ropa de cama, artefactos electrónico y electrodomésticos, decoración y muebles (que no son de tan buena calidad pese a su buen diseño). Perfumeria de primera y maquillaje de calidad.",Ripley,Jockey Plaza,Retail,4,positivo,Hace 9 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Cómo todas las otras tiendas prácticamente te obligan a tener su tarjeta de crédito si no, no accedes a sus ofertas, la gran pregunta las personas que no califican para sus tarjetas que son, a dónde los dejan, no pueden comprar las ofertas porque no tienen su bendita tarjeta, por ese motivo ya no regresan a estas tiendas, deben pensar en todas las personas no solo en las más pudientes.",Ripley,Jockey Plaza,Retail,1,muy negativo,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Mi tienda favorita hago mis compras todo ecpectaculsr,Ripley,Jockey Plaza,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Un buen lugar para ir de paseo,Ripley,Jockey Plaza,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
Centro comercial que tiene todo y es enorme,Ripley,Jockey Plaza,Retail,5,muy positivo,Hace 8 meses,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
"Muy buena atención en el área de refrigeradoras,me atendió un promotor de la marca LG excelente atención y conocimiento en sus productos. Se presentó como Agustín.",Ripley,Jockey Plaza,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D"
