comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,sentimiento_modelo,polaridad_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final,sentimiento_final_provisional,requiere_revision_etiqueta,confianza_etiqueta,motivo_revision_etiqueta,sentimiento_final_original,sentimiento_final_origen,sentimiento_ia,confianza_ia,justificacion_ia,usar_etiqueta_ia,sentimiento_ia_neutral,confianza_ia_neutral,justificacion_ia_neutral,usar_etiqueta_ia_neutral,regla_aplicada
En época de pandemia de hacen realizar colas inmensas no vale la pena ir a coger un coronavirus de yapa. Por más que reclamé a la persona encargada a CLARO no les importa nuestra salud.,Claro,Jockey Plaza,Telecomunicaciones,2,negativo,Hace 5 años,"https://www.google.com/maps/place/Centro+de+Atenci%C3%B3n+Claro/@-12.0853526,-76.9814167,17z/data=!4m8!3m7!1s0x9105c7b2f5f34fa3:0x30c8a5f0bc0128cd!8m2!3d-12.0853579!4d-76.9788418!9m1!1b1!16s%2Fg%2F11b6s_4fll?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",En época de pandemia de hacen realizar colas inmensas no vale la pena ir a coger un coronavirus de yapa. Por más que reclamé a la persona encargada a CLARO no les importa nuestra salud.,en época de pandemia de hacen realizar colas inmensas no vale la pena ir a coger un coronavirus de yapa por más que reclamé a la persona encargada a claro no les importa nuestra salud,185,35,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.9775934219360352,0.9775934219360352,0.0190226845443248,0.0033839507959783,negativo,negativo,False,alta,,negativo,consistencia_estrella_modelo,,,,,,,,,
"Es un súper mercado que ofrece toda clase de productos, básicos de primera necesidad y otros opcionales y adicionales selectivos para el hogar. Local amplio y ordenado en secciones de productos por su naturaleza y uso. Todo bien estoy satisfecho.",Metro,San Miguel,Retail,5,muy positivo,Hace 4 años,"https://www.google.com/maps/place/Metro+La+Marina/@-12.0891802,-77.3715373,10z/data=!4m12!1m2!2m1!1smetro+san+miguel!3m8!1s0x9105c97023499e85:0xcdd5aa58f24e5e51!8m2!3d-12.0766255!4d-77.0891354!9m1!1b1!15sChBtZXRybyBzYW4gbWlndWVsWhIiEG1ldHJvIHNhbiBtaWd1ZWySAQtzdXBlcm1hcmtldJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE5UVXlObk5uUlJBQuABAPoBBAgAEEE!16s%2Fg%2F12vqp1m59?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Es un súper mercado que ofrece toda clase de productos, básicos de primera necesidad y otros opcionales y adicionales selectivos para el hogar. Local amplio y ordenado en secciones de productos por su naturaleza y uso. Todo bien estoy satisfecho.",es un súper mercado que ofrece toda clase de productos básicos de primera necesidad y otros opcionales y adicionales selectivos para el hogar local amplio y ordenado en secciones de productos por su naturaleza y uso todo bien estoy satisfecho,246,40,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9533477425575256,0.0028360977303236,0.0438162013888359,0.9533477425575256,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
"Malaso, casi 2 horas de cola para q te den ticket de atención y la atención a tu problema dura menos de 5 minutos 😫…",Claro,Plaza Norte,Telecomunicaciones,1,muy negativo,Hace 7 años,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Malaso, casi 2 horas de cola para q te den ticket de atención y la atención a tu problema dura menos de 5 minutos 😫…",malaso casi 2 horas de cola para q te den ticket de atención y la atención a tu problema dura menos de 5 minutos,116,24,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9706357717514038,0.9706357717514038,0.0271028503775596,0.0022614623885601,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
Brindan buena atención. Tienen las correctas medidas de seguridad. Te miden la temperatura antes de ingresar al Supermercado. Justo ahora tienen buenas promociones y descuentos.,Plaza Vea,San Borja,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/plazaVea+San+Borja/@-12.089825,-77.0068138,17z/data=!4m8!3m7!1s0x9105c7d406b76bc3:0x8a10b6f285a697a1!8m2!3d-12.0898303!4d-77.0042389!9m1!1b1!16s%2Fg%2F1tffqdk9?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Brindan buena atención. Tienen las correctas medidas de seguridad. Te miden la temperatura antes de ingresar al Supermercado. Justo ahora tienen buenas promociones y descuentos.,brindan buena atención tienen las correctas medidas de seguridad te miden la temperatura antes de ingresar al supermercado justo ahora tienen buenas promociones y descuentos,177,25,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9077061414718628,0.0064624543301761,0.0858314037322998,0.9077061414718628,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
"Atención esmerada, en orden y un ambiente amigable.",Falabella,Miraflores,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Falabella+Miraflores/@-12.1189161,-77.0396353,15z/data=!3m1!5s0x9105c81763e2747b:0x674025098786c509!4m8!3m7!1s0x9105c8176149b98f:0xa9c9d111f1acf623!8m2!3d-12.1189373!4d-77.0293355!9m1!1b1!16s%2Fg%2F1hf33fyft?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Atención esmerada, en orden y un ambiente amigable.",atención esmerada en orden y un ambiente amigable,51,8,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.8635287880897522,0.0053493152372539,0.1311219036579132,0.8635287880897522,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
La atención del personal es buena pero la política administrativa de la empresa no les da las adecuadas herramientas para la solución de problemas de los clientes todas las personas que acuden en su mayoría es para reclamar algo.,Movistar,Miraflores,Telecomunicaciones,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",La atención del personal es buena pero la política administrativa de la empresa no les da las adecuadas herramientas para la solución de problemas de los clientes todas las personas que acuden en su mayoría es para reclamar algo.,la atención del personal es buena pero la política administrativa de la empresa no les da las adecuadas herramientas para la solución de problemas de los clientes todas las personas que acuden en su mayoría es para reclamar algo,229,39,False,False,False,False,True,neutral,True,False,,NEG,negativo,0.9565934538841248,0.9565934538841248,0.0395094491541385,0.0038971486501395,neutral,neutral,True,baja,sin_etiqueta_final_confiable,,ia_lote_neutral,muy negativo,alta,Queja fuerte y experiencia muy negativa,si,neutral,media,Combina aspectos positivos y negativos,si,
"Hay de todo es uno de malls favoritos, espacio grande, encuentras l mayoría de las tiendas, en el centro tienen un lugar para poder divertirse los fines de semana, los baños siempre limpios... Estacionamiento grande.",Ripley,San Miguel,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Hay de todo es uno de malls favoritos, espacio grande, encuentras l mayoría de las tiendas, en el centro tienen un lugar para poder divertirse los fines de semana, los baños siempre limpios... Estacionamiento grande.",hay de todo es uno de malls favoritos espacio grande encuentras l mayoría de las tiendas en el centro tienen un lugar para poder divertirse los fines de semana los baños siempre limpios estacionamiento grande,216,35,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9413120746612548,0.0032382358331233,0.0554497092962265,0.9413120746612548,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
Me atendieron muy bien,Movistar,Los Olivos,Telecomunicaciones,5,muy positivo,Hace 11 meses,"https://www.google.com/maps/place/Movistar/@-12.0012823,-77.0856623,14z/data=!4m12!1m2!2m1!1smovistar+los+olivos!3m8!1s0x9105cf035aadd309:0x278325a6ff63c9c!8m2!3d-11.9888504!4d-77.0723399!9m1!1b1!15sChNtb3Zpc3RhciBsb3Mgb2xpdm9zIgOIAQFaFSITbW92aXN0YXIgbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F1tgdv61q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me atendieron muy bien,me atendieron muy bien,22,4,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9325613975524902,0.007212656084448,0.0602259188890457,0.9325613975524902,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
me gustó la atención para explicarme modelos y características de la marca Lenovo laptop y computadoras...muchas gracias!!,Falabella,Miraflores,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Falabella+Miraflores/@-12.1189161,-77.0396353,15z/data=!3m1!5s0x9105c81763e2747b:0x674025098786c509!4m8!3m7!1s0x9105c8176149b98f:0xa9c9d111f1acf623!8m2!3d-12.1189373!4d-77.0293355!9m1!1b1!16s%2Fg%2F1hf33fyft?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",me gustó la atención para explicarme modelos y características de la marca Lenovo laptop y computadoras...muchas gracias!!,me gustó la atención para explicarme modelos y características de la marca lenovo laptop y computadoras muchas gracias,122,18,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9642165899276732,0.0028159378562122,0.0329675041139125,0.9642165899276732,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
"Primero tuve que esperar afuera del banco, como un quarto de hora, con bastante viento. Luego, ya adentro, una media hora, con el aire acondicionado bastante frío (estamos en otoño). Esto, a pesar de ser cliente adulto mayor del banco. El trato es mucho mejor en otras agencias. Ésta es la de av. Larco esquina con av. Benavides, en Miraflores.",Interbank,Miraflores,Banca,2,negativo,Hace 2 años,"https://www.google.com/maps/place/Interbank/@-12.1243336,-77.0296634,21z/data=!3m1!5s0x9105c81933947d71:0xfc5c05da2e88b46f!4m8!3m7!1s0x9105c819315b5649:0xd92af107d5ffeedc!8m2!3d-12.1243573!4d-77.0295796!9m1!1b1!16s%2Fg%2F1wc490j1?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","Primero tuve que esperar afuera del banco, como un quarto de hora, con bastante viento. Luego, ya adentro, una media hora, con el aire acondicionado bastante frío (estamos en otoño). Esto, a pesar de ser cliente adulto mayor del banco. El trato es mucho mejor en otras agencias. Ésta es la de av. Larco esquina con av. Benavides, en Miraflores.",primero tuve que esperar afuera del banco como un quarto de hora con bastante viento luego ya adentro una media hora con el aire acondicionado bastante frío estamos en otoño esto a pesar de ser cliente adulto mayor del banco el trato es mucho mejor en otras agencias ésta es la de av larco esquina con av benavides en miraflores,344,60,False,False,False,False,True,negativo,True,False,,NEU,neutral,0.7395632863044739,0.2204077392816543,0.7395632863044739,0.0400290340185165,negativo,negativo,True,baja,sin_etiqueta_final_confiable,,ia_clase_minoritaria,negativo,media,Valoración baja con texto poco expresivo,si,,,,,
"La atención es muuuuy lenta y no dan explicaciones del caso. Hice cola para entrar, después para ser atendida y luego para pagar en caja que al parecer tenía un problema de sistema, pero fue 1 hora de no tener ninguna explicación. Creo que todo podría ser mucho más efectivo y rápido.",Claro,Miraflores,Telecomunicaciones,1,muy negativo,Hace 2 años,"https://www.google.com/maps/place/Claro+%7C+Centro+de+Atenci%C3%B3n+%7C+Miraflores/@-12.0671125,-77.1219397,12z/data=!4m12!1m2!2m1!1sclaro+miraflores!3m8!1s0x9105c81937703e63:0xc13d8f83068682dc!8m2!3d-12.1238173!4d-77.0294468!9m1!1b1!15sChBjbGFybyBtaXJhZmxvcmVzIgOIAQFaEiIQY2xhcm8gbWlyYWZsb3Jlc5IBI3RlbGVjb21tdW5pY2F0aW9uc19zZXJ2aWNlX3Byb3ZpZGVy4AEA!16s%2Fg%2F11xbgjr16?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","La atención es muuuuy lenta y no dan explicaciones del caso. Hice cola para entrar, después para ser atendida y luego para pagar en caja que al parecer tenía un problema de sistema, pero fue 1 hora de no tener ninguna explicación. Creo que todo podría ser mucho más efectivo y rápido.",la atención es muuuuy lenta y no dan explicaciones del caso hice cola para entrar después para ser atendida y luego para pagar en caja que al parecer tenía un problema de sistema pero fue 1 hora de no tener ninguna explicación creo que todo podría ser mucho más efectivo y rápido,284,52,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.953257381916046,0.953257381916046,0.0431847497820854,0.0035579171963036,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
grato ambiente y buenos precios,Wong,Miraflores,Retail,4,positivo,Hace 5 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",grato ambiente y buenos precios,grato ambiente y buenos precios,31,5,False,False,False,False,True,positivo,True,False,,POS,positivo,0.976963222026825,0.0020263805054128,0.0210104249417781,0.976963222026825,positivo,positivo,False,alta,,positivo,consistencia_estrella_modelo,,,,,,,,,
En lo personal no hay cobertura interna sierra dentro lejana se pierde.,Claro,San Miguel,Telecomunicaciones,3,neutral,Hace 7 años,"https://www.google.com/maps/place/Claro/@-12.0698755,-77.1098322,14z/data=!4m12!1m2!2m1!1sclaro+san+miguel!3m8!1s0x9105c95c2a91158d:0xaf9e32e8efc1248!8m2!3d-12.0633513!4d-77.0966873!9m1!1b1!15sChBjbGFybyBzYW4gbWlndWVsIgOIAQGSARBjZWxsX3Bob25lX3N0b3Jl4AEA!16s%2Fg%2F11b6gqb64q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",En lo personal no hay cobertura interna sierra dentro lejana se pierde.,en lo personal no hay cobertura interna sierra dentro lejana se pierde,71,12,False,False,False,False,True,neutral,True,False,,NEU,neutral,0.5668067336082458,0.4118793904781341,0.5668067336082458,0.021313926205039,neutral,neutral,True,baja,baja_confianza_modelo,neutral,consistencia_estrella_modelo,negativo,media,Crítica clara pero no extrema,si,,,,,
"Wong bistró que rico!! Quiero comer el lomo todos los días, la carne super suave y jugosa pero con un salteado ahumado exquisito 🤤…",Wong,La Molina,Retail,5,muy positivo,Hace 6 meses,"https://www.google.com/maps/place/Wong+La+Molina/@-12.0909119,-77.371532,10z/data=!4m12!1m2!2m1!1swong+la+molina!3m8!1s0x9105c71a9112c9a1:0xf1ccb920f195bc5b!8m2!3d-12.0919991!4d-76.9514207!9m1!1b1!15sCg53b25nIGxhIG1vbGluYSIDiAEBWhAiDndvbmcgbGEgbW9saW5hkgELc3VwZXJtYXJrZXSaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRTYkdSdVdYUlJWa1p5Vld4UmQxTkZNVE5VUjJSeVRsaG9UMUpWUlJBQuABAPoBBAgAECE!16s%2Fg%2F1tm8g106?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Wong bistró que rico!! Quiero comer el lomo todos los días, la carne super suave y jugosa pero con un salteado ahumado exquisito 🤤…",wong bistró que rico quiero comer el lomo todos los días la carne super suave y jugosa pero con un salteado ahumado exquisito,131,23,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.946041226387024,0.0049250260926783,0.0490336865186691,0.946041226387024,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
Me parece mucha estructura al Pepe... Estaría muy bueno que sea un centro comercial mayor con más locales o algún plus le falta algo .. cómo supermercado es igual a todos los demás.. no tiene nada que lo diferencie...,Tottus,Atocongo,Retail,3,neutral,Fecha de edición: Hace 3 años,"https://www.google.com/maps/place/Tottus/@-12.1472344,-76.9920292,15z/data=!4m8!3m7!1s0x9105b869706d27f1:0x989b4442c72af420!8m2!3d-12.1472556!4d-76.9817294!9m1!1b1!16s%2Fg%2F119vsqj6c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Me parece mucha estructura al Pepe... Estaría muy bueno que sea un centro comercial mayor con más locales o algún plus le falta algo .. cómo supermercado es igual a todos los demás.. no tiene nada que lo diferencie...,me parece mucha estructura al pepe estaría muy bueno que sea un centro comercial mayor con más locales o algún plus le falta algo cómo supermercado es igual a todos los demás no tiene nada que lo diferencie,217,38,False,False,False,False,True,neutral,True,False,,NEG,negativo,0.9195845127105712,0.9195845127105712,0.0723009556531906,0.0081145307049155,neutral,neutral,True,baja,sin_etiqueta_final_confiable,,ia_lote_neutral,muy positivo,alta,Elogio claro o recomendación explícita,si,neutral,media,Combina aspectos positivos y negativos,si,
"Si están tomando las precauciones debidas, me sentí muy segura y respecto al producto, fui por ropa para mi bebé pero no había mucha variedad :/",Tottus,Jockey Plaza,Retail,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Si están tomando las precauciones debidas, me sentí muy segura y respecto al producto, fui por ropa para mi bebé pero no había mucha variedad :/",si están tomando las precauciones debidas me sentí muy segura y respecto al producto fui por ropa para mi bebé pero no había mucha variedad,144,25,False,False,False,False,True,muy positivo,True,False,,NEU,neutral,0.618870198726654,0.1717676520347595,0.618870198726654,0.209362119436264,neutral,muy positivo,True,baja,sin_etiqueta_final_confiable,,regla_voto_ponderado,,,,,,,,,R1_estrellas_altas_neu_neutral
"Pésima atención (salvó alguna excepciónde algún trabajador), no te quiere atender el supervisor del área y no tiene un personal calificado",Movistar,San Isidro,Telecomunicaciones,1,muy negativo,Fecha de edición: Hace 4 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pésima atención (salvó alguna excepciónde algún trabajador), no te quiere atender el supervisor del área y no tiene un personal calificado",pésima atención salvó alguna excepciónde algún trabajador no te quiere atender el supervisor del área y no tiene un personal calificado,138,21,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9653052687644958,0.9653052687644958,0.0316845625638961,0.0030101933516561,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
"Atención muy cordial, los empleados son muy atentos. Retiré rápidamente mi compra online.",Wong,San Isidro,Retail,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Atención muy cordial, los empleados son muy atentos. Retiré rápidamente mi compra online.",atención muy cordial los empleados son muy atentos retiré rápidamente mi compra online,89,13,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.6107177734375,0.0147422412410378,0.3745399713516235,0.6107177734375,muy positivo,muy positivo,False,media,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
